Probeset	ART_0dpi_1	ART_0dpi_2	ART_0dpi_3
Mtr.10410.1.S1_s_at	23.5515	42.9393	40.0677
Mtr.10411.1.S1_at	264.484	455.853	528.292
Mtr.10412.1.S1_at	178.374	118.874	165.782
Mtr.10413.1.S1_at	5454.48	4754.56	4815.41
Mtr.10414.1.S1_at	2432.15	2140.57	2167.8
Mtr.10415.1.S1_at	11963.4	12133	12377
Mtr.10416.1.S1_at	4224.54	4368.56	4420.18
Mtr.10417.1.S1_at	300.601	418.956	434.754
Mtr.10418.1.S1_at	907.792	741.561	866.309
Mtr.10419.1.S1_at	2358.91	2259.49	1748.68
Mtr.1042.1.S1_at	645.358	708.315	683.357
Mtr.10420.1.S1_at	697.219	687.965	739.379
Mtr.10420.1.S1_a_at	614.39	475.017	394.98
Mtr.10421.1.S1_at	8274.93	7637.16	7202.42
Mtr.10422.1.S1_at	6967.98	7186.97	7116.21
Mtr.10423.1.S1_at	4473.17	4086.83	3785.87
Mtr.10424.1.S1_at	1671.75	1790.92	2274.22
Mtr.10425.1.S1_at	4201.21	4163.44	4440.66
Mtr.10426.1.S1_at	2891.07	3025.32	3045.77
Mtr.10427.1.S1_at	1220.82	904.003	627.463
Mtr.10428.1.S1_at	52.4724	140.094	116.853
Mtr.10429.1.S1_at	5644.63	5876.39	5868.94
Mtr.1043.1.S1_at	8.32841	5.72408	6.06935
Mtr.10430.1.S1_at	6.11311	5.51272	5.66369
Mtr.10430.1.S1_s_at	3215.47	3315.3	3244.46
Mtr.10431.1.S1_at	1030.02	1218.7	1205.12
Mtr.10432.1.S1_at	2765.94	2749.68	2531.03
Mtr.10433.1.S1_at	1648.32	1873.27	1528.16
Mtr.10434.1.S1_at	3368.74	3244.25	3029.51
Mtr.10435.1.S1_s_at	642.374	884.516	868.6
Mtr.10436.1.S1_at	6981.7	6114.58	4745.96
Mtr.10437.1.S1_at	8857.09	8639.51	7970.15
Mtr.10438.1.S1_at	598.016	514.613	642.389
Mtr.10439.1.S1_at	517.554	533.422	598.356
Mtr.1044.1.S1_at	69.7187	72.3853	81.9385
Mtr.1044.1.S1_s_at	12.0916	15.2672	11.3766
Mtr.10440.1.S1_at	54.3188	96.9859	122.365
Mtr.10441.1.S1_at	9.03173	7.19955	10.4793
Mtr.10442.1.S1_at	2848.85	2179.59	1752.16
Mtr.10443.1.S1_at	3949.43	3636.46	4217.34
Mtr.10444.1.S1_at	2533.15	2988.19	2892.56
Mtr.10445.1.S1_at	12.1533	18.505	14.3849
Mtr.10446.1.S1_at	2971.22	3346.67	3062.99
Mtr.10447.1.S1_s_at	19.027	249.774	273.094
Mtr.10448.1.S1_at	8027.69	8802.46	7865.02
Mtr.10449.1.S1_at	3903.53	4043.5	3369.39
Mtr.1045.1.S1_at	8.23936	9.03764	11.2581
Mtr.10450.1.S1_at	105.538	77.2914	73.2427
Mtr.10451.1.S1_at	967.564	917.608	1023.75
Mtr.10452.1.S1_at	20.6526	21.0679	18.905
Mtr.10453.1.S1_at	7940.49	6964.43	7513.25
Mtr.10454.1.S1_at	871.762	1399.49	1687.38
Mtr.10455.1.S1_at	1262.18	1014.12	1112.7
Mtr.10456.1.S1_at	83.0922	61.9849	31.5566
Mtr.10457.1.S1_at	28.2653	27.2346	16.922
Mtr.10458.1.S1_at	7299.93	8456.66	6836.84
Mtr.10459.1.S1_at	911.864	782.131	621.306
Mtr.10460.1.S1_s_at	2280.52	2021.65	1775.61
Mtr.10461.1.S1_at	5023.24	4440.37	4492.1
Mtr.10462.1.S1_at	1371.87	571.305	432.385
Mtr.10464.1.S1_at	11.1659	9.42196	8.26646
Mtr.10465.1.S1_at	7406.91	6526.61	6768.86
Mtr.10466.1.S1_at	1795.75	2248.38	2526.18
Mtr.10467.1.S1_at	7.48494	7.71926	8.06581
Mtr.10468.1.S1_at	363.801	424.768	500.198
Mtr.10469.1.S1_at	4013.75	4612.88	4245.43
Mtr.1047.1.S1_at	7.31614	6.68085	6.25852
Mtr.10470.1.S1_at	4699.57	4389.55	4067.78
Mtr.10471.1.S1_at	42.8642	56.9476	48.6993
Mtr.10472.1.S1_at	1053.76	1167.29	1255.01
Mtr.10473.1.S1_at	1511.36	1271.43	1508.47
Mtr.10474.1.S1_at	4650.45	4460.37	4179.25
Mtr.10475.1.S1_at	100.873	104.983	137.917
Mtr.10476.1.S1_at	5048.56	4993.14	5398.07
Mtr.10477.1.S1_at	2919.69	2776.87	2984.37
Mtr.10478.1.S1_at	6608.53	6185.97	6514.32
Mtr.10479.1.S1_at	4898.73	4196.25	3768.99
Mtr.1048.1.S1_at	11.6757	14.7005	19.7783
Mtr.10480.1.S1_at	1618.46	1177.12	920.141
Mtr.10481.1.S1_at	13119.6	12722	13417
Mtr.10482.1.S1_at	18.7883	11.6971	15.5593
Mtr.10483.1.S1_at	3280.68	2890.54	2899.23
Mtr.10484.1.S1_at	4229.54	3840.65	3965.55
Mtr.10485.1.S1_at	2724.13	2452.68	2090.61
Mtr.10486.1.S1_at	3732.19	5213.12	4242.88
Mtr.10487.1.S1_at	7.11743	8.94729	8.42673
Mtr.10488.1.S1_at	1446.81	1009.27	931.092
Mtr.10489.1.S1_s_at	467.696	483.603	500.759
Mtr.1049.1.S1_at	5.58483	6.32023	5.99235
Mtr.10490.1.S1_at	260.758	281.453	253.726
Mtr.10492.1.S1_at	7.9816	6.83847	7.20392
Mtr.10492.1.S1_x_at	89.9534	132.965	158.792
Mtr.10493.1.S1_at	4521.63	4626.13	4536.11
Mtr.10494.1.S1_x_at	259.116	127.118	100.046
Mtr.10495.1.S1_at	3163.89	3559.26	3651.51
Mtr.10496.1.S1_at	595.753	567.795	470.34
Mtr.10497.1.S1_at	10.5751	7.14432	7.45967
Mtr.10498.1.S1_at	34.963	40.5026	35.9673
Mtr.10499.1.S1_at	9510.6	11507.9	11856.8
Mtr.105.1.S1_at	8.79586	6.49299	9.07093
Mtr.10500.1.S1_at	2574.87	2976.15	2979.34
Mtr.10501.1.S1_at	4244.74	4441.1	4394.12
Mtr.10502.1.S1_at	1084.95	308.768	307.694
Mtr.10502.1.S1_s_at	491.997	205.94	192.653
Mtr.10503.1.S1_at	5897.76	5325.07	5524.85
Mtr.10504.1.S1_at	168.917	172.362	195.192
Mtr.10505.1.S1_at	190.436	173.88	137.246
Mtr.10506.1.S1_at	3018.76	3976.57	3840.37
Mtr.10507.1.S1_at	8.5809	6.25202	7.43503
Mtr.10507.1.S1_s_at	436.482	975.966	1178.73
Mtr.10508.1.S1_at	958.196	846.442	761.285
Mtr.10509.1.S1_at	2207.06	1987.62	1912.1
Mtr.1051.1.S1_at	7.99567	8.16407	9.30891
Mtr.10510.1.S1_s_at	11.3525	11.8753	12.331
Mtr.10511.1.S1_at	2234.55	1807.28	1319.9
Mtr.10512.1.S1_at	17.0366	21.6774	21.0568
Mtr.10512.1.S1_s_at	1411.52	1458.93	1397.63
Mtr.10513.1.S1_at	5418.39	5280.01	4163.77
Mtr.10514.1.S1_at	857.059	792.544	547.045
Mtr.10515.1.S1_at	1697.47	1720.4	1579.96
Mtr.10516.1.S1_at	4683.73	4748.48	4992.76
Mtr.10517.1.S1_at	2305.6	1510	1769.14
Mtr.10518.1.S1_at	921.56	758.14	670.548
Mtr.10519.1.S1_at	2542.54	2922.89	2604.37
Mtr.1052.1.S1_at	7.57943	9.66804	8.1035
Mtr.10520.1.S1_s_at	59.4044	105.004	95.7706
Mtr.10522.1.S1_s_at	15.8659	15.8739	27.7385
Mtr.10523.1.S1_at	3663.07	4795.02	3633.43
Mtr.10524.1.S1_at	8677.75	7801.91	7430.99
Mtr.10525.1.S1_at	3191.95	3265.54	3221.14
Mtr.10526.1.S1_at	770.266	703.02	703.316
Mtr.10527.1.S1_at	4731.04	4223.27	4413.42
Mtr.10528.1.S1_at	19.1051	17.6299	15.1734
Mtr.10529.1.S1_at	1927.74	1618.91	1663.54
Mtr.10531.1.S1_at	3446.9	3175.16	3413.95
Mtr.10532.1.S1_s_at	40.8423	359.25	397.377
Mtr.10533.1.S1_at	1750.27	1808.01	1327.63
Mtr.10534.1.S1_at	5176.78	4304.87	4432.96
Mtr.10535.1.S1_at	1807.24	1524.18	1446.63
Mtr.10536.1.S1_at	350.319	332.568	381.34
Mtr.10537.1.S1_at	4067.07	4881.38	4522.87
Mtr.10538.1.S1_at	3932.47	3595.69	3415.08
Mtr.10539.1.S1_at	2044.58	2292.87	2137.08
Mtr.1054.1.S1_at	11.8671	12.2162	12.6295
Mtr.10540.1.S1_at	3342.12	3129.45	3131.64
Mtr.10541.1.S1_s_at	12.3978	39.0618	40.0798
Mtr.10542.1.S1_at	1384.71	2251.38	2307.52
Mtr.10543.1.S1_at	214.176	244.767	236.999
Mtr.10544.1.S1_at	1249.06	996.311	943.487
Mtr.10545.1.S1_at	88.3964	86.8036	71.9424
Mtr.10547.1.S1_s_at	270.931	462.214	431.05
Mtr.10548.1.S1_at	1028.44	923.5	1000.8
Mtr.10549.1.S1_at	5342.4	5306.4	5453.8
Mtr.1055.1.S1_at	5.1809	5.90029	5.66492
Mtr.1055.1.S1_x_at	7.48044	6.85892	6.82214
Mtr.10550.1.S1_at	3185.16	2910.04	2788.61
Mtr.10551.1.S1_at	1887.2	1827.69	1777.66
Mtr.10552.1.S1_at	51.0442	66.2651	64.9452
Mtr.10553.1.S1_at	41.5374	110.795	76.9311
Mtr.10554.1.S1_at	1029.76	1000.08	995.279
Mtr.10555.1.S1_at	9.78476	9.97859	11.1148
Mtr.10556.1.S1_at	3499.66	3738.16	3418.4
Mtr.10557.1.S1_at	3180.63	3633.9	4169.1
Mtr.10558.1.S1_at	11.6754	13.1619	14.9339
Mtr.10559.1.S1_at	5.97946	6.60114	6.10347
Mtr.10559.1.S1_x_at	6.27843	6.54246	7.11191
Mtr.10560.1.S1_at	816.974	810.522	622.771
Mtr.10561.1.S1_at	1045.97	872.766	878.365
Mtr.10562.1.S1_at	6.29764	5.85775	6.53689
Mtr.10563.1.S1_at	4829.73	4695.91	5619.19
Mtr.10564.1.S1_at	14.8966	12.8374	10.7033
Mtr.10565.1.S1_at	4828.14	5384.38	5826.21
Mtr.10566.1.S1_at	2718.41	3749.69	3210.38
Mtr.10567.1.S1_at	6.48612	17.7461	15.2562
Mtr.10567.1.S1_s_at	964.273	2024.21	1786.52
Mtr.10568.1.S1_at	2697.52	1977.75	1906.9
Mtr.10569.1.S1_at	218.08	157.63	192.302
Mtr.1057.1.S1_at	6.98337	5.8149	5.81494
Mtr.10570.1.S1_at	455.209	398.167	414.272
Mtr.10571.1.S1_at	6813.79	6809.21	7574.7
Mtr.10572.1.S1_at	8057.73	6995.36	6666.41
Mtr.10573.1.S1_at	1300.2	1081.9	1653.44
Mtr.10574.1.S1_at	8.53476	9.13643	8.28127
Mtr.10575.1.S1_at	863.804	737.533	894.148
Mtr.10576.1.S1_at	3919.97	3611.67	3597.54
Mtr.10578.1.S1_at	7.79344	9.08854	7.83579
Mtr.10579.1.S1_at	2469.65	2391.29	2505.81
Mtr.1058.1.S1_at	8.30282	7.25508	7.46531
Mtr.10580.1.S1_at	6.79674	7.61997	6.68197
Mtr.10581.1.S1_at	981.185	736.489	764.937
Mtr.10582.1.S1_at	1488.61	1173.81	916.193
Mtr.10583.1.S1_at	570.429	490.597	264.408
Mtr.10584.1.S1_at	4189.21	3782.08	3456.15
Mtr.10585.1.S1_at	1115.31	1070.84	1122.86
Mtr.10586.1.S1_at	2484.36	2180.61	1763.69
Mtr.10587.1.S1_at	5282.07	4732.58	5051.1
Mtr.10588.1.S1_at	2078.01	1940.31	2055.9
Mtr.1059.1.S1_at	12.8223	10.7946	9.66943
Mtr.10590.1.S1_at	937.138	780.923	706.484
Mtr.10591.1.S1_at	5201.59	5114.51	4691.02
Mtr.10592.1.S1_at	2880.87	2482.11	2603.26
Mtr.10593.1.S1_at	1621.6	1664.42	1684.68
Mtr.10594.1.S1_at	2443.32	2510.97	2412.17
Mtr.10595.1.S1_at	37.2992	49.3695	50.7226
Mtr.10595.1.S1_s_at	455.354	590.618	655.204
Mtr.10596.1.S1_at	2008.46	1700.58	1969.09
Mtr.10597.1.S1_at	103.437	95.9711	69.6232
Mtr.10598.1.S1_at	1536.82	1857.07	1543.77
Mtr.10599.1.S1_at	3080.48	3270.11	3316.93
Mtr.106.1.S1_at	6.14361	5.50381	5.95346
Mtr.1060.1.S1_at	12.6476	12.6278	11.6992
Mtr.10600.1.S1_at	2759.91	2706.83	2591.55
Mtr.10601.1.S1_at	1591.05	1486.5	1358.75
Mtr.10602.1.S1_at	550.95	630.743	868.44
Mtr.10603.1.S1_at	865.376	668.936	611.958
Mtr.10604.1.S1_at	1941.8	1983.52	1299.98
Mtr.10605.1.S1_at	1133.74	1120.54	1266.51
Mtr.10606.1.S1_at	4446.71	4015.94	3998.22
Mtr.10607.1.S1_at	3560.78	3848.16	3900.12
Mtr.10608.1.S1_at	3547.29	4188.85	4000.34
Mtr.10609.1.S1_at	281.329	550.495	462.542
Mtr.10610.1.S1_at	3132.2	3072.35	3168.75
Mtr.10611.1.S1_at	5354.99	5508.92	5534.89
Mtr.10612.1.S1_at	2317.32	2074.51	1906.54
Mtr.10613.1.S1_at	2681.71	2891.14	3423.68
Mtr.10615.1.S1_at	588.467	686.337	415.508
Mtr.10616.1.S1_at	1797.1	1304.75	1030.63
Mtr.10617.1.S1_at	2935.73	2189.8	2045.01
Mtr.10618.1.S1_at	137.87	189.899	170.023
Mtr.10618.1.S1_x_at	145.328	190.845	180.376
Mtr.10619.1.S1_at	594.269	647.091	753.623
Mtr.1062.1.S1_at	10.0193	8.14614	7.0159
Mtr.10620.1.S1_at	244.398	426.24	428.197
Mtr.10620.1.S1_s_at	244.619	467.592	428.772
Mtr.10621.1.S1_at	2492.93	2529.33	2084.21
Mtr.10622.1.S1_at	733.707	684.327	664.276
Mtr.10623.1.S1_at	5023.49	4699.78	4390.42
Mtr.10624.1.S1_s_at	171.196	613.455	654.527
Mtr.10625.1.S1_at	156.551	468.993	432.744
Mtr.10626.1.S1_at	350.992	204.389	169.464
Mtr.10627.1.S1_at	1688.06	1688.74	1826.29
Mtr.10628.1.S1_at	536.863	580.676	515.968
Mtr.10629.1.S1_at	5.88904	5.60946	6.01939
Mtr.1063.1.S1_at	8.27697	7.77001	9.43751
Mtr.10630.1.S1_at	5774.77	6102.93	5188.06
Mtr.10631.1.S1_at	1886.78	1610.37	1695.78
Mtr.10632.1.S1_at	217.88	251.807	212.492
Mtr.10633.1.S1_at	1238.04	1502.86	1631.22
Mtr.10634.1.S1_at	44.8472	97.6831	92.8987
Mtr.10635.1.S1_at	2033.4	1866.96	2003.17
Mtr.10636.1.S1_at	2066.41	2404.96	1998.93
Mtr.10637.1.S1_at	463.54	245.03	290.035
Mtr.10639.1.S1_at	3010.15	3429.05	3504.24
Mtr.1064.1.S1_at	6.66783	6.59352	6.0848
Mtr.1064.1.S1_s_at	9.73712	8.0735	8.938
Mtr.10640.1.S1_at	1335.2	1397.95	1485.74
Mtr.10641.1.S1_at	1661.58	1653.81	1527.32
Mtr.10642.1.S1_at	130.01	70.5519	105.411
Mtr.10643.1.S1_at	3941.27	3538.55	3375.45
Mtr.10644.1.S1_at	1499.89	1403.97	1625.12
Mtr.10645.1.S1_at	2848.25	2576.48	2484.88
Mtr.10646.1.S1_at	782.13	660.596	604.606
Mtr.10647.1.S1_at	1617.82	1129.64	1066.11
Mtr.10648.1.S1_at	30.3277	28.4318	32.688
Mtr.10649.1.S1_at	21.4818	45.3218	62.8579
Mtr.1065.1.S1_s_at	7.30616	6.58353	6.55707
Mtr.10650.1.S1_at	7.08649	7.87714	7.6863
Mtr.10651.1.S1_at	2228.41	2060.33	1983.74
Mtr.10652.1.S1_at	994.631	1174.29	1021.49
Mtr.10654.1.S1_at	481.787	633.334	597.5
Mtr.10654.1.S1_s_at	895.634	762.483	738.446
Mtr.10655.1.S1_at	585.728	446.797	358.475
Mtr.10656.1.S1_at	2376.29	1805	2096.15
Mtr.10657.1.S1_at	8.05771	7.2753	7.63809
Mtr.10658.1.S1_at	1324.51	1327.78	1274.61
Mtr.10659.1.S1_at	6.65923	6.20105	6.46031
Mtr.10659.1.S1_s_at	4006.45	4113.8	4071.73
Mtr.1066.1.S1_at	7.23142	7.28269	7.40499
Mtr.10660.1.S1_at	3678.47	3786.94	4162.77
Mtr.10661.1.S1_at	1238.34	1339.25	1101.24
Mtr.10662.1.S1_at	243.79	280.562	321.418
Mtr.10663.1.S1_at	3728.74	3080.58	2918.74
Mtr.10664.1.S1_s_at	923.623	1057.66	1215.34
Mtr.10665.1.S1_at	1299.97	1061.13	1116.42
Mtr.10666.1.S1_at	1955.56	1981.16	1704.88
Mtr.10667.1.S1_at	3127.5	3377.98	3117.04
Mtr.10668.1.S1_at	2769.4	3243.11	3002.78
Mtr.10669.1.S1_at	1134.38	1418.33	1315.4
Mtr.1067.1.S1_at	60.5788	29.8254	33.8193
Mtr.1067.1.S1_x_at	75.9509	41.8013	44.9352
Mtr.10670.1.S1_at	88.9215	151.861	140.917
Mtr.10671.1.S1_at	1002.63	983.771	959.093
Mtr.10672.1.S1_s_at	52.8848	82.2894	80.504
Mtr.10673.1.S1_s_at	973.961	922.048	933.744
Mtr.10674.1.S1_at	7.8021	12.6558	8.53245
Mtr.10675.1.S1_at	2102.61	1976.67	1996.48
Mtr.10676.1.S1_at	4731.61	4767.24	4842.36
Mtr.10677.1.S1_at	188.336	412.58	479.069
Mtr.10678.1.S1_at	603.641	697.215	571.63
Mtr.10679.1.S1_at	109.979	107.231	87.2055
Mtr.1068.1.S1_at	51.4511	51.2669	52.6691
Mtr.1068.1.S1_s_at	16.2975	59.4705	63.084
Mtr.1068.1.S1_x_at	15.9981	18.5881	19.4056
Mtr.10680.1.S1_s_at	26.0099	21.1181	18.5983
Mtr.10681.1.S1_at	10.0724	9.98147	12.6008
Mtr.10681.1.S1_s_at	8.77211	8.00249	8.97651
Mtr.10682.1.S1_at	2965.02	2683.45	2840.14
Mtr.10683.1.S1_at	3532.51	2932.62	2639.49
Mtr.10684.1.S1_at	9.06184	10.9948	9.76565
Mtr.10685.1.S1_at	137.506	126.393	91.4108
Mtr.10686.1.S1_at	2270.1	2331.43	1762.76
Mtr.10687.1.S1_at	346.558	509.989	582.743
Mtr.10688.1.S1_at	2375.74	2391.85	2968.32
Mtr.10689.1.S1_at	1538.16	1483.83	1219.9
Mtr.10690.1.S1_at	871.833	728.598	765.448
Mtr.10691.1.S1_at	9614.66	9458.44	8863.05
Mtr.10692.1.S1_at	3709.33	3116.59	2982.5
Mtr.10693.1.S1_at	10.273	12.3088	17.7137
Mtr.10694.1.S1_at	2420.12	2864.86	3008.65
Mtr.10695.1.S1_at	11.1301	8.01789	8.80866
Mtr.10695.1.S1_s_at	45.3336	168.981	187.745
Mtr.10696.1.S1_at	1581.63	1659.9	1666.5
Mtr.10697.1.S1_at	2766.13	3001.76	3261.01
Mtr.10699.1.S1_at	2704.78	2753.69	2530.81
Mtr.107.1.S1_at	146.549	120.267	164.512
Mtr.107.1.S1_s_at	48.0451	57.3517	54.9775
Mtr.1070.1.S1_at	14.1524	14.3484	14.3134
Mtr.10700.1.S1_at	910.34	989.476	936.976
Mtr.10701.1.S1_at	401.339	437.46	410.11
Mtr.10702.1.S1_at	1323.42	1252.95	1221.08
Mtr.10703.1.S1_at	1005.07	1097.4	845.018
Mtr.10704.1.S1_at	7.83003	7.30102	8.37015
Mtr.10705.1.S1_at	239.319	327.859	264.288
Mtr.10706.1.S1_at	2488.66	2303.85	2345.63
Mtr.10707.1.S1_at	2621.1	1630.74	1025.89
Mtr.10708.1.S1_at	1734.77	1326.88	1288.12
Mtr.10709.1.S1_at	122.862	187.555	148.792
Mtr.1071.1.S1_at	818.102	1251.54	1257.55
Mtr.10710.1.S1_at	6.02993	5.17002	7.74633
Mtr.10710.1.S1_s_at	162.386	280.517	280.016
Mtr.10711.1.S1_at	3217.87	3816.19	3660.72
Mtr.10712.1.S1_at	974.928	1061.3	1125.12
Mtr.10713.1.S1_at	12.0379	12.1121	9.41661
Mtr.10713.1.S1_s_at	281.997	544.174	596.6
Mtr.10714.1.S1_at	622.307	638.022	644.579
Mtr.10715.1.S1_at	21.8077	15.7565	22.449
Mtr.10716.1.S1_at	12.8309	20.3985	19.8438
Mtr.10717.1.S1_at	378.517	307.972	329.283
Mtr.10718.1.S1_at	719.328	1072.26	925.925
Mtr.10719.1.S1_at	6.94994	7.78632	6.83229
Mtr.1072.1.S1_at	5.46593	5.6373	5.37008
Mtr.1072.1.S1_x_at	5.65286	5.22521	6.49667
Mtr.10720.1.S1_at	2549.27	2225.32	2236.51
Mtr.10721.1.S1_at	926.343	728.62	636.875
Mtr.10722.1.S1_at	87.0253	141.314	114.96
Mtr.10723.1.S1_at	6583.57	6895.29	5445.58
Mtr.10724.1.S1_s_at	125.468	187.033	202.013
Mtr.10725.1.S1_at	2637.61	3334.11	3046.93
Mtr.10726.1.S1_at	2774.59	3432.62	3750.51
Mtr.10727.1.S1_at	858.939	841.848	529.731
Mtr.10728.1.S1_at	2282.97	1975.85	1783.88
Mtr.10729.1.S1_at	1136.75	1156.33	1109.58
Mtr.1073.1.S1_at	29.5302	28.7615	12.232
Mtr.10730.1.S1_at	842.492	1036.4	1401.29
Mtr.10731.1.S1_at	491.924	589.468	591.668
Mtr.10732.1.S1_at	74.3387	49.5114	51.9288
Mtr.10733.1.S1_at	2511.82	2032.23	2369.9
Mtr.10734.1.S1_at	3484.86	3043.13	2900.03
Mtr.10735.1.S1_at	7.30799	6.68085	6.03621
Mtr.10736.1.S1_at	1644.16	1779.23	1957.9
Mtr.10737.1.S1_at	1387.27	1142.04	1192.74
Mtr.10738.1.S1_at	2288.09	2465.55	2360.49
Mtr.10739.1.S1_at	30.0647	53.2755	51.7679
Mtr.1074.1.S1_at	5.73513	6.35681	6.40921
Mtr.10740.1.S1_at	415.901	435.851	353.514
Mtr.10741.1.S1_at	6.34878	5.95062	5.44183
Mtr.10741.1.S1_s_at	252.579	392.43	411.125
Mtr.10742.1.S1_at	2228.46	2344.7	2339.1
Mtr.10743.1.S1_at	3654.45	3055.74	3179.49
Mtr.10744.1.S1_at	1123.33	1168.17	1207.83
Mtr.10745.1.S1_at	953.919	1046.92	919.843
Mtr.10746.1.S1_at	660.461	640.13	614.021
Mtr.10747.1.S1_at	448.38	787.252	898.354
Mtr.10748.1.S1_at	2072.73	1746.38	1703.21
Mtr.10749.1.S1_at	1087.37	905.293	1016.89
Mtr.1075.1.S1_at	34.9474	21.1242	21.6651
Mtr.10750.1.S1_at	306.775	452.552	421.551
Mtr.10751.1.S1_at	2569.48	2696.3	2696.79
Mtr.10752.1.S1_at	1113.41	1549.57	1513.15
Mtr.10753.1.S1_at	243.379	282.2	250.813
Mtr.10754.1.S1_at	185.271	160.066	98.7383
Mtr.10755.1.S1_at	20.1678	10.2905	19.5647
Mtr.10756.1.S1_at	1651.33	1557.04	1255.37
Mtr.10757.1.S1_at	10.6208	7.42097	9.67064
Mtr.10758.1.S1_at	574.559	548.831	520.251
Mtr.1076.1.S1_at	761.648	933.589	1028.55
Mtr.10760.1.S1_at	1335.63	1051.43	1083.26
Mtr.10761.1.S1_s_at	159.752	268.154	277.645
Mtr.10762.1.S1_at	662.107	514.66	526.492
Mtr.10763.1.S1_at	1761.36	2208.55	2289.58
Mtr.10764.1.S1_at	1251.04	1030.45	945.605
Mtr.10765.1.S1_at	1112.7	1331.84	1289.95
Mtr.10766.1.S1_s_at	563.502	714.753	668.359
Mtr.10767.1.S1_at	730.147	702.115	604.606
Mtr.10768.1.S1_at	1741.74	1658.18	1488.12
Mtr.10769.1.S1_at	693.744	725.121	822.92
Mtr.1077.1.S1_at	12.2867	11.3404	10.4906
Mtr.10770.1.S1_at	900.791	933.181	840.671
Mtr.10771.1.S1_at	30.9804	29.8795	34.1332
Mtr.10772.1.S1_at	1549.13	1444.51	1579.31
Mtr.10773.1.S1_at	467.321	343.685	344.494
Mtr.10774.1.S1_at	2195.15	1706.07	1626.26
Mtr.10775.1.S1_at	747.034	848.255	873.11
Mtr.10776.1.S1_at	662.101	591.34	561.054
Mtr.10777.1.S1_at	36.1349	127.739	134.402
Mtr.10778.1.S1_at	59.4176	85.9731	83.7362
Mtr.10779.1.S1_at	1712.46	1692.99	1618.76
Mtr.1078.1.S1_at	14.2189	8.1805	11.0634
Mtr.10780.1.S1_at	16.8784	18.5817	26.5129
Mtr.10781.1.S1_at	602.058	644.253	564.975
Mtr.10782.1.S1_at	125.468	323.736	296.678
Mtr.10783.1.S1_at	7.24696	6.73064	7.12609
Mtr.10784.1.S1_at	6.79602	8.82131	8.42029
Mtr.10785.1.S1_at	9.49777	10.5992	8.48399
Mtr.10786.1.S1_at	696.708	626.053	565.969
Mtr.10787.1.S1_at	649.23	487.824	488.225
Mtr.10788.1.S1_at	1676.12	1529.7	1534.11
Mtr.10789.1.S1_at	123.35	64.8337	55.1204
Mtr.1079.1.S1_at	7.19626	8.32144	7.39757
Mtr.10790.1.S1_at	235.742	186.498	197.251
Mtr.10791.1.S1_at	1650.07	1469.68	1542.25
Mtr.10792.1.S1_at	1380.67	1310.96	1275.21
Mtr.10793.1.S1_at	1982.77	1584.09	1637.04
Mtr.10794.1.S1_at	1933.42	1619.8	1568.26
Mtr.10795.1.S1_at	237.181	151.092	122.317
Mtr.10796.1.S1_at	2426.26	2559.07	2318.66
Mtr.10797.1.S1_at	6.87807	6.2445	6.00214
Mtr.10798.1.S1_at	2174.13	1714.43	1674.75
Mtr.10799.1.S1_at	97.8073	186.529	148.678
Mtr.1080.1.S1_at	13.0203	12.1346	12.1709
Mtr.10800.1.S1_at	50.5132	160.641	162.368
Mtr.10800.1.S1_s_at	191.593	487.868	494.163
Mtr.10801.1.S1_at	3604.85	3427.28	3518.23
Mtr.10802.1.S1_at	2339.73	1973.04	2026.51
Mtr.10803.1.S1_at	1412.26	1457.82	1449.85
Mtr.10804.1.S1_at	18.349	20.4741	15.887
Mtr.10805.1.S1_at	1114.43	1069.85	1178.27
Mtr.10806.1.S1_at	534.421	445.533	393.898
Mtr.10807.1.S1_at	86.4035	113.736	126.908
Mtr.10808.1.S1_at	1298.84	1487.78	1852.85
Mtr.10809.1.S1_at	61.5101	47.6236	40.7798
Mtr.1081.1.S1_at	512.178	527.728	542.021
Mtr.10810.1.S1_at	1789.16	1903.97	1791.86
Mtr.10811.1.S1_at	722.725	681.252	653.773
Mtr.10812.1.S1_at	300.408	279.493	298.874
Mtr.10814.1.S1_at	533.108	386.437	355.712
Mtr.10815.1.S1_at	16.3366	14.0585	16.2302
Mtr.10816.1.S1_at	8.98851	9.71194	9.75112
Mtr.10817.1.S1_at	83.5956	198.32	546.938
Mtr.10818.1.S1_at	825.166	774.945	657.851
Mtr.10819.1.S1_at	4401.71	3995.67	4200.63
Mtr.1082.1.S1_at	859.193	948.405	1046.33
Mtr.10820.1.S1_at	7.36809	5.40226	6.01939
Mtr.10821.1.S1_at	12.4145	71.1391	70.2589
Mtr.10822.1.S1_at	1032.97	1202.82	1095.78
Mtr.10823.1.S1_s_at	26.8705	96.8869	93.8783
Mtr.10824.1.S1_at	570.658	679.157	466.995
Mtr.10825.1.S1_at	23.3307	34.6209	45.2298
Mtr.10826.1.S1_at	956.441	894.951	742.08
Mtr.10827.1.S1_at	3020.69	2848.42	2765.63
Mtr.10828.1.S1_at	23.6984	18.9121	21.2053
Mtr.10829.1.S1_at	420.993	458.921	399.154
Mtr.1083.1.S1_at	752.027	942.909	945.965
Mtr.10830.1.S1_at	70.019	93.8859	59.6578
Mtr.10831.1.S1_at	32.3264	22.4664	29.8072
Mtr.10832.1.S1_at	2980.01	2404.37	2179.69
