Probeset	ART_00meristem_1	ART_00meristem_2	ART_00meristem_3
Mtr.10405.1.S1_at	490.314	472.59	396.986
Mtr.10406.1.S1_at	13.8655	9.74465	10.2669
Mtr.10407.1.S1_at	202.551	177.107	194.934
Mtr.10407.1.S1_s_at	757.708	859.942	841.447
Mtr.10408.1.S1_at	1610.11	1771.16	1754.86
Mtr.10409.1.S1_at	12641.3	11946	11690.3
Mtr.1041.1.S1_at	9.62092	10.1161	11.3005
Mtr.10410.1.S1_at	59.591	68.6187	64.7687
Mtr.10410.1.S1_s_at	24.7887	56.9913	46.4722
Mtr.10411.1.S1_at	494.584	477.687	494.455
Mtr.10412.1.S1_at	51.7351	97.1926	104.875
Mtr.10413.1.S1_at	4927.83	4951.09	4629.25
Mtr.10414.1.S1_at	1922.08	1944.78	1936.52
Mtr.10415.1.S1_at	9338.94	9396.27	8899.54
Mtr.10416.1.S1_at	2699.43	3089.07	3115.29
Mtr.10417.1.S1_at	503.878	553.496	531.069
Mtr.10418.1.S1_at	1006.44	977.78	1042.29
Mtr.10419.1.S1_at	1171.01	1352.24	1395.64
Mtr.1042.1.S1_at	537.695	552.212	559.666
Mtr.10420.1.S1_at	844.251	806.386	967.023
Mtr.10420.1.S1_a_at	523.525	509.743	643.129
Mtr.10421.1.S1_at	8653.87	9236.96	9058.52
Mtr.10422.1.S1_at	7440.65	7408.5	7643.01
Mtr.10423.1.S1_at	3454.57	2891.47	2803.85
Mtr.10424.1.S1_at	2439.93	1831.04	1819.85
Mtr.10425.1.S1_at	3865.6	3678.6	3786.41
Mtr.10426.1.S1_at	4851.34	4581.87	4028.42
Mtr.10427.1.S1_at	396.498	501.892	645.781
Mtr.10428.1.S1_at	165.855	155.41	163.105
Mtr.10429.1.S1_at	5318.73	4767.68	5057.61
Mtr.1043.1.S1_at	7.16349	7.85327	9.49284
Mtr.10430.1.S1_at	6.16112	5.76824	6.00014
Mtr.10430.1.S1_s_at	4234.16	4052.28	3639.52
Mtr.10431.1.S1_at	1850.3	1553.95	1731.74
Mtr.10432.1.S1_at	7041.44	6058.75	6284.86
Mtr.10433.1.S1_at	893.162	1039.6	1087.27
Mtr.10434.1.S1_at	1616.54	2464.59	3041.35
Mtr.10435.1.S1_s_at	443.779	764.747	856.827
Mtr.10436.1.S1_at	7044.38	7128.06	7483.12
Mtr.10437.1.S1_at	12234.6	12063.6	11714.2
Mtr.10438.1.S1_at	2565.99	5557.9	7876.9
Mtr.10439.1.S1_at	442.654	489.272	449.301
Mtr.1044.1.S1_at	114.951	91.43	101.434
Mtr.1044.1.S1_s_at	32.3608	27.7961	17.9319
Mtr.10440.1.S1_at	47.7857	86.8433	135.321
Mtr.10441.1.S1_at	20.8041	16.5425	15.5366
Mtr.10442.1.S1_at	3025.92	2832.9	2722.33
Mtr.10443.1.S1_at	5325.82	5069.78	5058.88
Mtr.10444.1.S1_at	1383.38	1555.49	1660.03
Mtr.10445.1.S1_at	9.695	9.95585	12.4914
Mtr.10446.1.S1_at	1521.82	1521.52	1543.89
Mtr.10447.1.S1_s_at	52.2534	40.9229	36.9837
Mtr.10448.1.S1_at	6636.29	6463.94	6847.81
Mtr.10449.1.S1_at	5089.27	4598.6	5370.59
Mtr.1045.1.S1_at	9.663	12.0115	9.5239
Mtr.10450.1.S1_at	9.34989	7.86332	9.56539
Mtr.10451.1.S1_at	351.995	414.528	458.039
Mtr.10452.1.S1_at	16.6742	14.9016	14.5794
Mtr.10453.1.S1_at	10865.9	10465.8	9503.17
Mtr.10454.1.S1_at	1291.44	1160.82	1165.87
Mtr.10455.1.S1_at	1533.73	1483.54	1460.98
Mtr.10456.1.S1_at	60.0649	61.7348	84.4781
Mtr.10457.1.S1_at	27.715	24.9216	32.2184
Mtr.10458.1.S1_at	2555.23	3926.26	4514.71
Mtr.10459.1.S1_at	1116.17	928.343	851.378
Mtr.10460.1.S1_s_at	2068.24	2068.08	2029.45
Mtr.10461.1.S1_at	4747.36	4802.94	4402.48
Mtr.10462.1.S1_at	2097.29	2084.87	1614.7
Mtr.10464.1.S1_at	10.1309	13.7274	10.7056
Mtr.10465.1.S1_at	10045.8	9343.59	8487.91
Mtr.10466.1.S1_at	2917.57	2931.43	2932.47
Mtr.10467.1.S1_at	86.3747	35.7892	54.2031
Mtr.10468.1.S1_at	455.891	313.541	325.922
Mtr.10469.1.S1_at	2898.93	2567.19	3199.92
Mtr.1047.1.S1_at	7.31868	6.90869	7.76025
Mtr.10470.1.S1_at	3248.58	3500.13	3599.26
Mtr.10471.1.S1_at	240.558	158.667	138.69
Mtr.10472.1.S1_at	2193.03	1928.67	1780.13
Mtr.10473.1.S1_at	2869.35	3297.39	3909.72
Mtr.10474.1.S1_at	4907.26	4983.63	5816.7
Mtr.10475.1.S1_at	132.239	146.796	193.269
Mtr.10476.1.S1_at	7922.05	6931.06	6981.66
Mtr.10477.1.S1_at	4898.52	4471.76	4182.78
Mtr.10478.1.S1_at	9883.67	9258.94	8925.47
Mtr.10479.1.S1_at	4729.75	4945.5	4908.09
Mtr.1048.1.S1_at	12.9202	11.1072	12.4442
Mtr.10480.1.S1_at	2335.86	2409.66	2263.14
Mtr.10481.1.S1_at	10846.2	10693.9	10560.7
Mtr.10482.1.S1_at	16.1239	12.7778	17.8709
Mtr.10483.1.S1_at	2844.53	2831.44	2794.65
Mtr.10484.1.S1_at	2969.3	3206.51	3194.43
Mtr.10485.1.S1_at	1960.38	1906.11	2148.88
Mtr.10486.1.S1_at	3025.7	3194.45	3192.44
Mtr.10487.1.S1_at	7.17383	7.78899	8.40468
Mtr.10488.1.S1_at	1734.03	1587.68	1957.74
Mtr.10489.1.S1_s_at	880.805	851.102	1091.85
Mtr.1049.1.S1_at	10.6859	6.71805	11.3451
Mtr.10490.1.S1_at	545.548	524.801	459.603
Mtr.10492.1.S1_at	7.2136	6.13151	7.5238
Mtr.10492.1.S1_x_at	112.644	166.759	168.274
Mtr.10493.1.S1_at	3130.28	3291.49	3350.28
Mtr.10494.1.S1_x_at	48.9269	87.4513	98.8411
Mtr.10495.1.S1_at	3120.03	3164.67	3142.33
Mtr.10496.1.S1_at	545.093	689.635	742.292
Mtr.10497.1.S1_at	7.03765	7.57153	6.72116
Mtr.10498.1.S1_at	101.769	172.122	175.665
Mtr.10499.1.S1_at	8737.44	8044.06	7951.35
Mtr.105.1.S1_at	10.204	10.1327	13.1857
Mtr.10500.1.S1_at	2257.78	2308.51	2463.07
Mtr.10501.1.S1_at	4429.1	4653.93	4406.84
Mtr.10502.1.S1_at	647.839	798.364	1096.75
Mtr.10502.1.S1_s_at	808.494	1003.54	1678.91
Mtr.10503.1.S1_at	9416.57	8357.31	8057.46
Mtr.10504.1.S1_at	183.867	188.902	279.795
Mtr.10505.1.S1_at	310.416	301.186	288.431
Mtr.10506.1.S1_at	3352.28	3451.94	3488.32
Mtr.10507.1.S1_at	7.34473	6.57222	7.39861
Mtr.10507.1.S1_s_at	1177.46	1202.45	1285.39
Mtr.10508.1.S1_at	411.72	480.91	557.597
Mtr.10509.1.S1_at	2206.13	1877.44	2143.05
Mtr.1051.1.S1_at	8.36077	10.7889	8.7874
Mtr.10510.1.S1_s_at	16.3299	8.66157	10.4878
Mtr.10511.1.S1_at	1051.4	1023.79	1113.12
Mtr.10512.1.S1_at	20.3294	30.4364	23.8993
Mtr.10512.1.S1_s_at	691.916	812.105	889.583
Mtr.10513.1.S1_at	4499.78	5163.11	4870.87
Mtr.10514.1.S1_at	742.965	696.879	920.283
Mtr.10515.1.S1_at	823.125	915.782	932.009
Mtr.10516.1.S1_at	3679.5	3779.23	3725.35
Mtr.10517.1.S1_at	2190.11	1799.67	1987.76
Mtr.10518.1.S1_at	1895.52	1900.58	1735.58
Mtr.10519.1.S1_at	4349.53	3631.31	3855.3
Mtr.1052.1.S1_at	9.97473	11.9094	12.334
Mtr.10520.1.S1_s_at	104.155	96.2501	94.8836
Mtr.10522.1.S1_s_at	20.3865	21.3585	28.7168
Mtr.10523.1.S1_at	1582.08	1892.27	2088.34
Mtr.10524.1.S1_at	8308.33	8534.79	7841.14
Mtr.10525.1.S1_at	2477.73	2262.93	2321.21
Mtr.10526.1.S1_at	764.053	704.665	717.214
Mtr.10527.1.S1_at	4603.23	4726.92	4534.65
Mtr.10528.1.S1_at	20.6435	23.5711	19.6677
Mtr.10529.1.S1_at	1725.53	1721.82	1738.01
Mtr.10531.1.S1_at	1987.49	2662.55	3101.08
Mtr.10532.1.S1_s_at	32.4326	28.224	15.4859
Mtr.10533.1.S1_at	1942.94	1678.69	1663.14
Mtr.10534.1.S1_at	7074.34	7126.76	6384.96
Mtr.10535.1.S1_at	1093.69	1317.31	1378.36
Mtr.10536.1.S1_at	418.053	712.729	468.678
Mtr.10537.1.S1_at	4384.68	4680.92	4810.77
Mtr.10538.1.S1_at	4598.5	4432.59	4017.19
Mtr.10539.1.S1_at	2087.41	1973.48	1990.58
Mtr.1054.1.S1_at	14.5015	18.983	16.1814
Mtr.10540.1.S1_at	3048.85	3025.62	3158.25
Mtr.10541.1.S1_s_at	33.4232	30.6504	12.7535
Mtr.10542.1.S1_at	2759.19	3110.61	2928.7
Mtr.10543.1.S1_at	281.333	449.78	431.514
Mtr.10544.1.S1_at	980.107	1040.35	979.372
Mtr.10545.1.S1_at	148.816	133.532	125.756
Mtr.10547.1.S1_s_at	2251.12	2142.71	2436.7
Mtr.10548.1.S1_at	826.552	889.754	1008.19
Mtr.10549.1.S1_at	5951.14	6006.88	5589.89
Mtr.1055.1.S1_at	5.42027	6.40463	6.32885
Mtr.1055.1.S1_x_at	8.01145	6.78422	9.06521
Mtr.10550.1.S1_at	2785.71	2713.42	2640.54
Mtr.10551.1.S1_at	2938.97	2719.86	2622.56
Mtr.10552.1.S1_at	78.8232	73.7333	65.233
Mtr.10553.1.S1_at	32.8893	49.0249	55.0797
Mtr.10554.1.S1_at	1105.1	1060.07	1037.54
Mtr.10555.1.S1_at	18.5185	11.5741	15.5027
Mtr.10556.1.S1_at	1432.48	1731.78	1608.58
Mtr.10557.1.S1_at	2371.42	2779.19	3152.97
Mtr.10558.1.S1_at	12.7568	10.3246	9.91748
Mtr.10559.1.S1_at	5.20856	6.2993	5.61142
Mtr.10559.1.S1_x_at	7.99631	6.5162	6.47024
Mtr.10560.1.S1_at	933.814	922.102	808.931
Mtr.10561.1.S1_at	1007.7	1042.08	1007.33
Mtr.10562.1.S1_at	6.35207	7.13979	7.44273
Mtr.10563.1.S1_at	5400.2	5498.27	5112.86
Mtr.10564.1.S1_at	13.339	12.4124	11.7945
Mtr.10565.1.S1_at	9012.29	7755.36	7296.18
Mtr.10566.1.S1_at	60.8506	104.549	146.1
Mtr.10567.1.S1_at	6.99265	7.10816	6.8897
Mtr.10567.1.S1_s_at	36.8926	61.8425	66.4438
Mtr.10568.1.S1_at	2073.03	1982.35	1922.07
Mtr.10569.1.S1_at	140.561	210.765	334.48
Mtr.1057.1.S1_at	5.82823	7.17451	6.33852
Mtr.10570.1.S1_at	447.343	435.435	457.65
Mtr.10571.1.S1_at	7345.74	6881.6	7011.46
Mtr.10572.1.S1_at	1240.68	1300.38	1750.38
Mtr.10573.1.S1_at	6456.87	6457.76	8234.82
Mtr.10574.1.S1_at	5.93442	4.96766	6.60262
Mtr.10575.1.S1_at	2078.94	2179.38	2657.74
Mtr.10576.1.S1_at	2826.11	2819.31	2811.06
Mtr.10578.1.S1_at	84.6094	15.0907	62.6996
Mtr.10579.1.S1_at	2082.65	2113.57	1969.36
Mtr.1058.1.S1_at	8.22328	7.02158	6.18169
Mtr.10580.1.S1_at	7.95339	9.2054	6.00914
Mtr.10581.1.S1_at	1873.16	1501.27	1621.7
Mtr.10582.1.S1_at	1289.54	1193.44	1148.58
Mtr.10583.1.S1_at	463.682	496.373	432.495
Mtr.10584.1.S1_at	3327.92	3506.51	3138.82
Mtr.10585.1.S1_at	1684.65	1097.81	1124.19
Mtr.10586.1.S1_at	2296.03	2145.15	2061.43
Mtr.10587.1.S1_at	4594.26	5073.49	4495.37
Mtr.10588.1.S1_at	2543.65	2449.3	2380.93
Mtr.1059.1.S1_at	9.36548	9.61342	10.3531
Mtr.10590.1.S1_at	757.548	829.478	822.721
Mtr.10591.1.S1_at	4854.27	5070.24	5227.4
Mtr.10592.1.S1_at	3292.74	4002.29	4105.37
Mtr.10593.1.S1_at	1706.51	2340.64	1936.21
Mtr.10594.1.S1_at	2309.56	2545.8	2866.64
Mtr.10595.1.S1_at	56.5394	71.9506	47.8815
Mtr.10595.1.S1_s_at	480.087	490.755	468.27
Mtr.10596.1.S1_at	1066.71	1214.4	1588.01
Mtr.10597.1.S1_at	97.9099	124.642	195.718
Mtr.10598.1.S1_at	1139.88	1437.29	1310.65
Mtr.10599.1.S1_at	3414.04	3234.84	2886.5
Mtr.106.1.S1_at	6.36852	6.09351	5.94269
Mtr.1060.1.S1_at	7.75157	8.60197	10.5519
Mtr.10600.1.S1_at	2131.89	2459.4	2288.65
Mtr.10601.1.S1_at	296.657	415.497	398.925
Mtr.10602.1.S1_at	471.693	543.445	536.569
Mtr.10603.1.S1_at	2416.37	2028.76	1937.19
Mtr.10604.1.S1_at	1110.31	971.434	859.375
Mtr.10605.1.S1_at	1070.28	998.422	977.499
Mtr.10606.1.S1_at	4467.04	4609.74	4379.88
Mtr.10607.1.S1_at	2211.53	2081.15	2008.22
Mtr.10608.1.S1_at	2225.09	2346.69	2487.24
Mtr.10609.1.S1_at	693.957	705.837	638.953
Mtr.10610.1.S1_at	2688.31	2925.54	2983.17
Mtr.10611.1.S1_at	10418.2	9398.59	8755.28
Mtr.10612.1.S1_at	2878.25	2823.6	2810.76
Mtr.10613.1.S1_at	2595.88	2367.39	2077.96
Mtr.10615.1.S1_at	225.231	208.579	279.617
Mtr.10616.1.S1_at	1119.37	1107.27	1294.27
Mtr.10617.1.S1_at	1170.42	1164.25	1279.87
Mtr.10618.1.S1_at	136.862	159.378	178.73
Mtr.10618.1.S1_x_at	160.539	174.928	188.91
Mtr.10619.1.S1_at	978.832	1220.07	1235.98
Mtr.1062.1.S1_at	9.62092	8.02578	7.9056
Mtr.10620.1.S1_at	358.732	327.424	345.976
Mtr.10620.1.S1_s_at	375.783	384.39	408.492
Mtr.10621.1.S1_at	2264.92	2347.44	2776.22
Mtr.10622.1.S1_at	125.157	222.179	192.741
Mtr.10623.1.S1_at	5043.58	5086.71	4945.11
Mtr.10624.1.S1_s_at	265.435	294.108	337.247
Mtr.10625.1.S1_at	194.801	167.302	173.086
Mtr.10626.1.S1_at	841.684	858.372	740.192
Mtr.10627.1.S1_at	1879.56	1691.77	1597.63
Mtr.10628.1.S1_at	15.0384	20.8672	23.8523
Mtr.10629.1.S1_at	6.12615	5.80479	6.44225
Mtr.1063.1.S1_at	10.6922	7.06769	9.26486
Mtr.10630.1.S1_at	2067.91	3776.98	3586.03
Mtr.10631.1.S1_at	1355.59	1447.99	1496.82
Mtr.10632.1.S1_at	36.3101	52.7847	32.0843
Mtr.10633.1.S1_at	2232.09	2096.7	1888.49
Mtr.10634.1.S1_at	142.159	131.546	143.077
Mtr.10635.1.S1_at	2689.62	2454.11	2421.29
Mtr.10636.1.S1_at	2657.61	2380.08	2236.53
Mtr.10637.1.S1_at	641.496	572.103	565.684
Mtr.10639.1.S1_at	2889.37	2504.68	2519.13
Mtr.1064.1.S1_at	8.16712	6.64325	7.28408
Mtr.1064.1.S1_s_at	9.55369	8.74171	8.69102
Mtr.10640.1.S1_at	2947.6	2826.73	2454.78
Mtr.10641.1.S1_at	1610.55	1613.4	1636.61
Mtr.10642.1.S1_at	1836.8	1795.04	2941.44
Mtr.10643.1.S1_at	4177.41	4258.13	4190.61
Mtr.10644.1.S1_at	1767.64	1744.26	1807.25
Mtr.10645.1.S1_at	1369.26	1741.45	1903.56
Mtr.10646.1.S1_at	898.088	787.958	799.964
Mtr.10647.1.S1_at	879.37	1235.5	1094.64
Mtr.10648.1.S1_at	18.1425	23.3164	22.875
Mtr.10649.1.S1_at	25.8588	70.7599	50.643
Mtr.1065.1.S1_s_at	7.82984	6.36119	7.34739
Mtr.10650.1.S1_at	9.06557	7.25474	9.98726
Mtr.10651.1.S1_at	1950.79	2158.63	2334.94
Mtr.10652.1.S1_at	978.182	911.367	919.794
Mtr.10654.1.S1_at	508.374	566.466	616.424
Mtr.10654.1.S1_s_at	797.066	803.987	868.312
Mtr.10655.1.S1_at	653.764	650.852	624.269
Mtr.10656.1.S1_at	1485.55	1466.27	1482.03
Mtr.10657.1.S1_at	8.41196	8.13024	6.78453
Mtr.10658.1.S1_at	1395.17	1333.64	1322.27
Mtr.10659.1.S1_at	7.99477	7.76861	9.44876
Mtr.10659.1.S1_s_at	722.929	532.696	542.382
Mtr.1066.1.S1_at	6.24919	9.83985	7.75204
Mtr.10660.1.S1_at	4325.03	3995.03	4060.24
Mtr.10661.1.S1_at	1432.58	1542.73	1593.89
Mtr.10662.1.S1_at	362.095	278.978	280.617
Mtr.10663.1.S1_at	2940.57	3384.35	3335.18
Mtr.10664.1.S1_s_at	1102.68	1199.78	1149.1
Mtr.10665.1.S1_at	1530.02	1247.93	1420.4
Mtr.10666.1.S1_at	1262.75	1239.46	1391.73
Mtr.10667.1.S1_at	1667.69	1474.07	1583.76
Mtr.10668.1.S1_at	2966.43	2933.67	2772.95
Mtr.10669.1.S1_at	426.727	498.524	553.686
Mtr.1067.1.S1_at	20.3637	19.4987	18.5242
Mtr.1067.1.S1_x_at	33.1168	28.7273	27.8491
Mtr.10670.1.S1_at	104.169	100.724	103.638
Mtr.10671.1.S1_at	423.398	618.762	652.435
Mtr.10672.1.S1_s_at	160.493	216.434	214.887
Mtr.10673.1.S1_s_at	3343.81	2881.3	3217.01
Mtr.10674.1.S1_at	56.1705	62.674	63.3534
Mtr.10675.1.S1_at	2595.44	2533.25	2139.49
Mtr.10676.1.S1_at	6480.27	6000.28	5767.34
Mtr.10677.1.S1_at	279.052	247.106	257.916
Mtr.10678.1.S1_at	134.509	144.906	149.685
Mtr.10679.1.S1_at	152.952	156.462	156.08
Mtr.1068.1.S1_at	29.9881	53.5664	32.1271
Mtr.1068.1.S1_s_at	25.8344	28.0131	18.3447
Mtr.1068.1.S1_x_at	15.9385	15.9302	13.1957
Mtr.10680.1.S1_s_at	36.0014	62.3193	72.5867
Mtr.10681.1.S1_at	13.5671	8.96304	9.51302
Mtr.10681.1.S1_s_at	11.6332	9.62371	8.16308
Mtr.10682.1.S1_at	2800.78	2916.85	3448.93
Mtr.10683.1.S1_at	2458.26	2474.03	2604.07
Mtr.10684.1.S1_at	17.7852	10.8358	16.549
Mtr.10685.1.S1_at	161.548	175.06	177.07
Mtr.10686.1.S1_at	2104.74	2046.15	1786.76
Mtr.10687.1.S1_at	642.413	624.941	591.595
Mtr.10688.1.S1_at	4190.03	3778.54	3221.06
Mtr.10689.1.S1_at	1376.38	1502.11	1372.21
Mtr.10690.1.S1_at	1014.69	987.291	979.002
Mtr.10691.1.S1_at	9253.65	8369.28	9519.96
Mtr.10692.1.S1_at	1558.58	1592.62	1977.53
Mtr.10693.1.S1_at	9.62092	6.95494	7.66412
Mtr.10694.1.S1_at	3475.1	3141.08	2891.19
Mtr.10695.1.S1_at	11.9255	9.97721	8.82687
Mtr.10695.1.S1_s_at	37.1695	48.9427	51.2354
Mtr.10696.1.S1_at	1725.47	1401.19	1597.11
Mtr.10697.1.S1_at	3399.52	3183.24	3002.6
Mtr.10699.1.S1_at	2040.76	2086.36	2103.21
Mtr.107.1.S1_at	111.494	131.859	116.694
Mtr.107.1.S1_s_at	57.2118	68.7652	62.3533
Mtr.1070.1.S1_at	14.3454	10.9648	14.15
Mtr.10700.1.S1_at	1093.91	786.385	812.576
Mtr.10701.1.S1_at	708.973	606.105	648.462
Mtr.10702.1.S1_at	863.881	1009.34	1040.67
Mtr.10703.1.S1_at	290.766	284.064	307.16
Mtr.10704.1.S1_at	36.6554	17.544	11.9772
Mtr.10705.1.S1_at	89.533	96.9126	57.6505
Mtr.10706.1.S1_at	2243.69	2296.77	2394.18
Mtr.10707.1.S1_at	1646.02	2117.86	2225.4
Mtr.10708.1.S1_at	1459.45	1441.62	1329.07
Mtr.10709.1.S1_at	107.186	135.074	129.221
Mtr.1071.1.S1_at	545.523	674.014	758.318
Mtr.10710.1.S1_at	5.57021	5.84279	5.59891
Mtr.10710.1.S1_s_at	420.926	406.812	469.895
Mtr.10711.1.S1_at	4942.93	4392.53	4095.18
Mtr.10712.1.S1_at	796.686	874.89	881.113
Mtr.10713.1.S1_at	12.6933	11.8904	12.232
Mtr.10713.1.S1_s_at	452.617	471.893	497.118
Mtr.10714.1.S1_at	798.887	676.296	662.787
Mtr.10715.1.S1_at	18.9325	18.1258	20.8159
Mtr.10716.1.S1_at	162.331	110.554	76.7153
Mtr.10717.1.S1_at	1226.29	1242.4	1571.13
Mtr.10718.1.S1_at	517.754	565.562	680.555
Mtr.10719.1.S1_at	7.31664	7.77263	7.41727
Mtr.1072.1.S1_at	6.22457	5.64276	5.79227
Mtr.1072.1.S1_x_at	6.73893	6.17727	6.3878
Mtr.10720.1.S1_at	1904.55	1927.31	2059.88
Mtr.10721.1.S1_at	676.694	757.493	695.302
Mtr.10722.1.S1_at	144.76	125.993	118.961
Mtr.10723.1.S1_at	7559.39	8209.82	8633.1
Mtr.10724.1.S1_s_at	235.715	250.16	184.432
Mtr.10725.1.S1_at	85.3483	139.489	153.816
Mtr.10726.1.S1_at	2350.25	2316.36	2617.45
Mtr.10727.1.S1_at	709.966	1034.87	1149.13
Mtr.10728.1.S1_at	2410.51	2337.24	2212.15
Mtr.10729.1.S1_at	1117.31	910.977	1010.2
Mtr.1073.1.S1_at	46.6908	75.5796	52.6161
Mtr.10730.1.S1_at	802.825	838.854	739.536
Mtr.10731.1.S1_at	782.332	942.901	1190.75
Mtr.10732.1.S1_at	369.582	273.477	336.83
Mtr.10733.1.S1_at	2559.43	2191.67	1808.81
Mtr.10734.1.S1_at	2888	3650.8	4036.45
Mtr.10735.1.S1_at	5.51691	5.77146	7.42252
Mtr.10736.1.S1_at	1431.42	1371.22	1320.68
Mtr.10737.1.S1_at	1039.68	1014.45	1270.7
Mtr.10738.1.S1_at	2106.4	2047.48	1828.18
Mtr.10739.1.S1_at	29.3345	45.5997	37.517
Mtr.1074.1.S1_at	6.80035	7.35648	10.0532
Mtr.10740.1.S1_at	180.848	223.587	205.63
Mtr.10741.1.S1_at	6.49211	5.5248	5.10687
Mtr.10741.1.S1_s_at	194.62	231.697	218.458
Mtr.10742.1.S1_at	1758.84	1953.51	1887.16
Mtr.10743.1.S1_at	1479.28	1884.76	1783.54
Mtr.10744.1.S1_at	1135.33	1037.15	1146.41
Mtr.10745.1.S1_at	1287.45	1200.68	1142.46
Mtr.10746.1.S1_at	1385.48	1209.58	1044.38
Mtr.10747.1.S1_at	401.414	442.936	551.592
Mtr.10748.1.S1_at	1549.82	1587.59	1786.21
Mtr.10749.1.S1_at	927.814	973.932	973.838
Mtr.1075.1.S1_at	14.0303	15.6865	16.1388
Mtr.10750.1.S1_at	392.208	388.09	471.325
Mtr.10751.1.S1_at	3505.05	3139.75	3020.47
Mtr.10752.1.S1_at	1407.65	1310.74	1258.4
Mtr.10753.1.S1_at	481.825	465.029	386.34
Mtr.10754.1.S1_at	245.433	238.234	207.192
Mtr.10755.1.S1_at	19.0999	20.1846	10.6786
Mtr.10756.1.S1_at	1491.14	1493.13	1496.76
Mtr.10757.1.S1_at	12.586	10.3332	9.33158
Mtr.10758.1.S1_at	828.097	801.04	743.456
Mtr.1076.1.S1_at	1027.63	1020.34	906.283
Mtr.10760.1.S1_at	1626.38	1717.35	1895.02
Mtr.10761.1.S1_s_at	337.677	318.257	299.703
Mtr.10762.1.S1_at	631.317	588.841	544.737
Mtr.10763.1.S1_at	3277.02	2927.95	2704.96
Mtr.10764.1.S1_at	943.95	1044.13	996.639
Mtr.10765.1.S1_at	1089.15	1168.75	1055.75
Mtr.10766.1.S1_s_at	498.053	491.896	429.815
Mtr.10767.1.S1_at	358.645	281.235	277.624
Mtr.10768.1.S1_at	1638.52	1789.93	1782.18
Mtr.10769.1.S1_at	220.196	211.441	190.741
Mtr.1077.1.S1_at	8.03932	9.76118	8.6638
Mtr.10770.1.S1_at	1316.42	1383.85	1628.55
Mtr.10771.1.S1_at	83.9588	75.3816	86.5728
Mtr.10772.1.S1_at	2304.74	2266.55	1994.3
Mtr.10773.1.S1_at	484.294	528.515	537.753
Mtr.10774.1.S1_at	1395.08	1447.53	1343.06
Mtr.10775.1.S1_at	770.14	781.008	730.573
Mtr.10776.1.S1_at	947.654	798.732	833.86
Mtr.10777.1.S1_at	32.8392	33.373	29.718
Mtr.10778.1.S1_at	108.805	108.166	93.6576
Mtr.10779.1.S1_at	2042.4	1725.13	1810.44
Mtr.1078.1.S1_at	9.1465	11.3519	11.8449
Mtr.10780.1.S1_at	97.05	57.3524	27.1062
Mtr.10781.1.S1_at	441.422	455.853	453.387
Mtr.10782.1.S1_at	184.338	163.984	216.175
Mtr.10783.1.S1_at	7.68593	7.96918	6.86608
Mtr.10784.1.S1_at	30.8287	13.769	20.604
Mtr.10785.1.S1_at	56.8541	12.8512	18.4706
Mtr.10786.1.S1_at	1117.32	1040.2	887.553
Mtr.10787.1.S1_at	407.998	396	372.919
Mtr.10788.1.S1_at	1048.41	1287.37	1223.2
Mtr.10789.1.S1_at	50.8265	75.1904	76.3028
Mtr.1079.1.S1_at	6.51541	7.14271	6.89396
Mtr.10790.1.S1_at	235.971	212.019	215.426
Mtr.10791.1.S1_at	1799.99	1723.52	1645.59
Mtr.10792.1.S1_at	665.865	708.035	776.877
Mtr.10793.1.S1_at	1424.87	1410.41	1430.34
Mtr.10794.1.S1_at	2282.19	2188.16	2244.36
Mtr.10795.1.S1_at	227.664	220.426	213.092
Mtr.10796.1.S1_at	2529.32	2725.6	2636.74
Mtr.10797.1.S1_at	9.23065	6.37332	6.29282
Mtr.10798.1.S1_at	2288.51	2145.62	2480.89
Mtr.10799.1.S1_at	99.4846	126.67	153.367
Mtr.1080.1.S1_at	11.287	9.98096	11.6729
Mtr.10800.1.S1_at	112.218	86.356	98.4911
Mtr.10800.1.S1_s_at	316.848	269.164	297.976
Mtr.10801.1.S1_at	4229.96	4171.14	4011.24
Mtr.10802.1.S1_at	2665.15	2368.32	2202.7
Mtr.10803.1.S1_at	2987.56	2706.51	2668.2
Mtr.10804.1.S1_at	26.5954	17.6267	24.0221
Mtr.10805.1.S1_at	1688.99	1590.32	1328.43
Mtr.10806.1.S1_at	703.06	786.712	965.544
Mtr.10807.1.S1_at	242.903	264.557	337.654
Mtr.10808.1.S1_at	2172.61	1676.83	1311.43
Mtr.10809.1.S1_at	75.1251	41.0027	67.8941
Mtr.1081.1.S1_at	392.532	406.258	409.052
Mtr.10810.1.S1_at	2884.3	2576	2505.91
Mtr.10811.1.S1_at	756.381	765.996	784.503
Mtr.10812.1.S1_at	327.241	1056.08	645.968
Mtr.10814.1.S1_at	175.898	269.101	288.27
Mtr.10815.1.S1_at	78.1185	74.4952	65.9462
Mtr.10816.1.S1_at	10.3894	8.46686	12.6022
Mtr.10817.1.S1_at	1060.49	426.799	480.379
Mtr.10818.1.S1_at	775.482	877.081	940.651
Mtr.10819.1.S1_at	4086.07	3915.92	3435.89
Mtr.1082.1.S1_at	2328.14	2334.79	2293.32
Mtr.10820.1.S1_at	5.93442	5.91747	5.59943
Mtr.10821.1.S1_at	67.17	68.6115	48.7985
Mtr.10822.1.S1_at	884.446	816.253	708.185
Mtr.10823.1.S1_s_at	19.5097	20.1612	17.7545
Mtr.10824.1.S1_at	394.051	451.247	401.853
Mtr.10825.1.S1_at	23.665	31.5894	15.8829
